id,appID,timestamp,key,value,user_id,lite
122,1,2017-10-23 14:36:52.557+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DB:7F:6B:18:5F:68,25,f
123,2,2017-10-23 14:37:02.105+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,21,25,f
124,3,2017-10-24 09:56:57.017+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:E0:E5:D0:CC:18,25,f
125,4,2017-10-24 09:56:57.037+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,25,f
126,5,2017-10-24 09:57:40.697+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:E0:E5:D0:CC:18,25,f
127,6,2017-10-24 09:57:45.637+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,F5:66:F2:0E:B7:94,25,f
128,7,2017-10-24 12:11:41.897+00,a3fb256f_537f_4866_98a6_08b74243c3d5,26,25,f
129,8,2017-10-24 12:11:41.9+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,25,f
130,9,2017-10-24 12:11:41.901+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,25,f
131,10,2017-10-24 12:11:41.902+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,25,f
132,11,2017-10-24 12:11:41.903+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,25,f
133,12,2017-10-24 12:11:41.904+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,25,f
134,13,2017-10-24 12:11:41.905+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,25,f
135,14,2017-10-24 12:11:41.906+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,25,f
136,15,2017-10-24 12:11:41.907+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,25,f
137,16,2017-10-24 12:11:41.908+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,25,f
138,17,2017-10-24 12:11:41.909+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,25,f
139,18,2017-10-24 12:11:41.91+00,364cf54c_4b20_4e6e_949e_519f310be942,6,25,f
140,19,2017-10-24 12:11:41.912+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_25_HZ,25,f
141,20,2017-10-24 12:11:41.913+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,25,f
142,21,2017-10-24 12:11:41.921+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,25,f
143,22,2017-10-24 12:11:41.922+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,25,f
144,23,2017-10-24 12:11:41.922+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,25,f
145,24,2017-10-24 12:11:41.923+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,25,f
146,25,2017-10-24 12:11:41.924+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,25,f
147,26,2017-10-24 12:23:11.442+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,25,f
148,27,2017-10-24 12:23:11.446+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,25,f
149,28,2017-10-24 12:23:57.361+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:E0:E5:D0:CC:18,25,f
150,29,2017-10-24 12:25:41.9+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,25,f
151,30,2017-10-24 12:25:41.922+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,25,f
152,31,2017-10-24 12:26:04.081+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,DC:E0:E5:D0:CC:18,25,f
153,32,2017-10-24 12:26:11.367+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,C3:91:57:BD:D6:D8,25,f
154,4,2017-10-24 12:14:19.552+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,27,f
155,5,2017-10-24 12:14:19.559+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,27,f
156,6,2017-10-24 12:15:16.383+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,D2:C3:64:44:AC:8F,27,f
157,7,2017-10-24 12:15:26.334+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,C3:91:57:BD:D6:D8,27,f
158,8,2017-10-24 12:24:55.183+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,27,f
159,9,2017-10-24 12:24:55.193+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,27,f
160,10,2017-10-24 12:25:48.241+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,D2:C3:64:44:AC:8F,27,f
161,11,2017-10-24 12:26:55.947+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,F5:66:F2:0E:B7:94,27,f
162,33,2017-10-24 12:43:13.652+00,first_alert_pattern,breathe,25,f
163,34,2017-10-24 12:43:13.659+00,third_alert_time,75,25,f
164,35,2017-10-24 12:43:13.671+00,280d80d7_2313_4f1c_b7f2_42226dbadb62,TRUE,25,f
165,36,2017-10-24 12:43:13.672+00,second_alert_time,60,25,f
166,37,2017-10-24 12:43:13.673+00,third_alert_colour,-65536,25,f
167,38,2017-10-24 12:43:13.674+00,5fdf6a77_a614_4a9a_990f_8cc66912b89a,5,25,f
168,39,2017-10-24 12:43:13.681+00,second_alert_colour,-65536,25,f
169,40,2017-10-24 12:43:13.684+00,first_alert_colour,-23040,25,f
170,41,2017-10-24 12:43:13.692+00,third_alert_pattern,on,25,f
171,42,2017-10-24 12:43:13.694+00,second_alert_pattern,breathe,25,f
172,43,2017-10-24 12:43:13.695+00,first_alert_time,45,25,f
173,44,2017-10-24 12:43:35.388+00,second_alert_time,55,25,f
174,45,2017-10-24 12:43:39.008+00,third_alert_time,60,25,f
175,46,2017-10-24 12:43:55.227+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,25,f
176,47,2017-10-24 12:43:58.704+00,a9369024_729c_4fea_974e_e94ddba2be9a,3,25,f
177,48,2017-10-24 13:36:29.251+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,4,25,f
178,12,2017-10-24 15:30:50.354+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,24,27,t
179,13,2017-10-25 09:23:43.852+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,27,t
180,14,2017-10-25 09:23:43.857+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,27,t
181,15,2017-10-25 09:23:58.728+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,D2:C3:64:44:AC:8F,27,t
182,49,2017-10-25 09:29:32.371+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,25,f
183,50,2017-10-25 09:29:32.376+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,25,f
184,51,2017-10-25 09:32:54.619+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,F5:66:F2:0E:B7:94,25,f
185,1,2017-10-25 11:29:28.724+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,FE:D3:97:FE:D3:F4,3,t
186,2,2017-10-25 11:29:38.211+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,24,3,t
187,1,2017-10-25 12:51:48.127+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,FE:D3:97:FE:D3:F4,3,t
188,2,2017-10-25 12:52:14.678+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,3,t
189,15,2017-10-25 12:55:24.548+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,25,3,t
190,16,2017-10-25 13:11:14.972+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,27,t
191,17,2017-10-25 13:13:53.495+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DB:7F:6B:18:5F:68,27,t
192,1,2017-10-25 13:16:51.992+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,FE:D3:97:FE:D3:F4,3,t
193,2,2017-10-25 13:16:55.986+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,3,t
194,18,2017-10-25 13:18:34.675+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,27,t
195,19,2017-10-25 13:18:52.463+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DB:7F:6B:18:5F:68,27,t
196,20,2017-10-25 13:49:16.621+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,27,t
197,21,2017-10-25 13:49:31.283+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,D2:C3:64:44:AC:8F,27,t
198,1,2017-10-25 17:36:10.686+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,EF:E0:C9:D5:67:E1,29,t
199,2,2017-10-25 17:36:18.968+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,29,t
200,3,2017-10-26 08:49:34.072+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,t
201,1,2017-10-26 09:50:22.401+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,DC:E0:E5:D0:CC:18,30,t
202,2,2017-10-26 09:50:29.468+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,30,t
203,1,2017-10-26 09:44:12.489+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,EF:E0:C9:D5:67:E1,31,t
204,2,2017-10-26 09:44:16.463+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,31,t
205,52,2017-10-25 13:47:39.068+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,25,f
206,1,2017-10-26 15:30:40.08+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,C3:A2:B6:AA:9E:CB,28,t
207,2,2017-10-26 15:30:44.827+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,28,t
208,3,2017-10-26 15:37:26.771+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,28,t
209,4,2017-10-27 12:04:11.731+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,EE:C9:EF:7C:F2:A5,29,t
210,5,2017-10-27 12:05:07.5+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,t
211,1,2017-10-27 12:12:12.909+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,C3:A2:B6:AA:9E:CB,29,t
212,2,2017-10-27 12:12:20.499+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,29,t
213,1,2017-10-27 13:49:52.193+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,C3:A2:B6:AA:9E:CB,33,t
214,2,2017-10-27 13:50:04.63+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,33,t
215,1,2017-10-27 12:48:14.562+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,EE:C9:EF:7C:F2:A5,32,t
216,2,2017-10-27 12:48:22.915+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,32,t
217,1,2017-10-28 10:08:57.585+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,FC:66:78:5A:8F:38,29,f
218,2,2017-10-28 10:09:01.583+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,21,29,f
219,3,2017-10-28 10:09:19.096+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,C3:91:57:BD:D6:D8,29,f
220,4,2017-10-28 10:33:13.865+00,a3fb256f_537f_4866_98a6_08b74243c3d5,26,29,f
221,5,2017-10-28 10:33:13.868+00,538e7732_8683_4252_a01a_de5f569ef1d3,step,29,f
222,6,2017-10-28 10:33:13.872+00,0fa3073f_8f7e_4c75_b917_d6c460e3616a,0.5,29,f
223,7,2017-10-28 10:33:13.875+00,a2a6d8d1_8855_440a_a674_999dddd86d91,15,29,f
224,8,2017-10-28 10:33:13.878+00,3d4cfd67_fe21_4806_9fa2_191d2a684f70,DTW_700_MS,29,f
225,9,2017-10-28 10:33:13.88+00,419b3734_2726_44cc_93e4_b8675ad59dd5,23,29,f
226,10,2017-10-28 10:33:13.883+00,a9369024_729c_4fea_974e_e94ddba2be9a,4,29,f
227,11,2017-10-28 10:33:13.889+00,905a0988_d36e_4be4_b0ca_2e28855f3acc,NORMAL,29,f
228,12,2017-10-28 10:33:13.893+00,f36e4e95_0889_4ef1_a406_b3b62e019d61,1,29,f
229,13,2017-10-28 10:33:13.903+00,d165b310_d3ff_4388_bc9b_1165482b3aea,PT_1_S,29,f
230,14,2017-10-28 10:33:13.912+00,364cf54c_4b20_4e6e_949e_519f310be942,6,29,f
231,15,2017-10-28 10:33:13.915+00,ae897343_bdc5_4a2d_b1ee_5bec1e2ba28e,60,29,f
232,16,2017-10-28 10:33:13.922+00,276f9ec4_a7c0_4012_8385_b323388d6045,5,29,f
233,17,2017-10-28 10:33:13.926+00,e5a6b00e_c417_4aae_88fa_439f964f1cb7,ODR_25_HZ,29,f
234,18,2017-10-28 10:33:13.929+00,fbd141f0_fe66_4676_baf3_f1dd3077871e,0,29,f
235,19,2017-10-28 10:33:13.933+00,8ef28a85_2b43_4832_a0ea_e5456e250e49,TST_75_MS,29,f
236,20,2017-10-28 10:33:13.939+00,21cacb0b_f125_4eb9_aa29_5d678e39d3e7,AR_4G,29,f
237,21,2017-10-28 10:33:13.945+00,ab1076d7_26e5_427d_b584_eb54285f9be1,TQT_20_MS,29,f
238,22,2017-10-28 10:33:13.947+00,f31af45c_0448_42cb_bf1b_07de22dfc5e3,ST_1_5_S,29,f
239,23,2017-10-28 10:33:27.492+00,a3fb256f_537f_4866_98a6_08b74243c3d5,36,29,f
240,24,2017-10-28 12:03:54.741+00,first_alert_pattern,breathe,29,f
241,25,2017-10-28 12:03:54.745+00,third_alert_time,75,29,f
242,26,2017-10-28 12:03:54.749+00,280d80d7_2313_4f1c_b7f2_42226dbadb62,TRUE,29,f
243,27,2017-10-28 12:03:54.755+00,second_alert_time,60,29,f
244,28,2017-10-28 12:03:54.758+00,third_alert_colour,-65536,29,f
245,29,2017-10-28 12:03:54.762+00,5fdf6a77_a614_4a9a_990f_8cc66912b89a,5,29,f
246,30,2017-10-28 12:03:54.765+00,first_alert_colour,-23040,29,f
247,31,2017-10-28 12:03:54.777+00,second_alert_colour,-65536,29,f
248,32,2017-10-28 12:03:54.78+00,third_alert_pattern,on,29,f
249,33,2017-10-28 12:03:54.786+00,second_alert_pattern,breathe,29,f
250,34,2017-10-28 12:03:54.789+00,first_alert_time,45,29,f
251,35,2017-10-29 14:03:52.274+00,7fcb5ad9_3d36_4562_8554_5e11bbb95cb8,TRUE,29,f
252,36,2017-10-29 16:50:52.031+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,29,f
253,37,2017-10-29 16:50:52.039+00,1f0f7026_d1ea_4bed_bb0a_d63929ee0bd7,,29,f
254,1,2017-10-29 16:52:20.738+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,FC:66:78:5A:8F:38,29,t
255,2,2017-10-29 16:52:31.819+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,29,t
256,1,2017-10-30 11:25:05.843+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,D2:C3:64:44:AC:8F,34,t
257,2,2017-10-30 11:25:12.865+00,e4f71d42_50b8_4da0_a5ae_a0792967862e,26,34,t
258,3,2017-10-30 12:19:54.701+00,225bc5fd_ace6_4559_bbfc_74328ec74fd6,,34,t
